ID,Entry_Term,DegreeDate,DegreeEarned,DegreeMajor,DegreeGPA,HSGPA,ACTMath,ACTEnglish,Gender,Race,Citizenship,First_Gen,HomeState,EFC,FamilyIncome,FatherEdLevel,MotherEdLevel,PELL,Loan,TOPS,CampHousing,Greek,FirstSemGPA,FirstYearGPA,SecondYearGPA,SixyearCompletion,FirstYrCalcorHigherCompletion,FirstYrStEMRetention,SecondYrSTEMRetention,FirstYrEarnedCreditHours,SecondYrEarnedCreditHours,STEMDegreeCompletion
52681,Fall2012,Spring2016,BSBE,BE    ,3.185,3.60,31,32,1,3,1,0,1,30330,136218,4,4,0,1,1,0,0,3.588,3.060,2.967,1,1,1,1,33,61,1
53460,Fall2012,Summer2018,BS,GBUS  ,2.170,3.79,26,25,0,7,1,1,1,1536,32879,1,1,1,0,1,0,0,2.384,2.178,2.586,1,1,1,1,25,55,0
56562,Fall2012,,,,,3.96,25,21,1,7,1,1,1,99999,308314,2,0,0,1,1,0,0,1.714,1.551,     ,0,0,1,0,15,15,0
57260,Fall2012,,,,,    ,23,25,1,2,1,0,1,          ,          ,4,4,0,0,0,0,0,1.500,1.909,1.777,0,0,0,0,21,33,0
57717,Fall2012,Fall2015,BS,BIOL  ,3.375,3.39,28,30,1,7,1,0,1,75176,229849,5,5,0,0,1,0,1,3.307,3.378,3.442,1,0,1,1,25,55,1
57839,Fall2012,Fall2016,BSCM,CM    ,2.250,3.15,25,21,1,7,1,0,0,99999,219462,4,4,0,0,0,0,1,2.428,2.096,1.934,1,1,1,1,28,59,1
58159,Fall2012,Spring2019,BSIE,IE    ,2.516,2.60,30,22,1,7,1,0,0,          ,          ,4,2,0,0,0,0,0,2.285,2.814,2.813,0,1,1,1,27,55,1
58292,Fall2012,Spring2015,BS,BIOL  ,3.824,3.93,30,29,0,7,1,0,0,          ,          ,5,4,0,0,0,0,1,4.000,4.000,3.777,1,0,1,1,29,57,1
58366,Fall2012,Spring2018,BS,KIN   ,3.058,    ,26,32,0,2,1,1,1,330,36958,1,1,0,0,1,0,0,3.600,3.500,3.230,1,1,1,1,27,55,0
58767,Fall2012,,,,,3.35,23,19,0,2,1,0,1,0,15180,6,6,1,1,1,0,0,2.176,2.185,2.209,0,0,1,0,27,40,0
58817,Fall2012,Fall2016,BS,NREM  ,3.285,4.00,22,23,1,7,1,0,1,17293,85806,4,4,0,0,1,0,0,2.176,1.967,2.620,1,1,0,0,31,58,0
59047,Fall2012,,,,,2.69,24,28,1,7,1,0,1,16802,50018,6,6,0,0,1,0,0,1.285,1.666,     ,0,0,1,0,22,22,0
60549,Fall2012,,,,,2.76,28,25,1,7,1,1,1,          ,          ,2,2,0,0,1,0,1,0.000,0.571,     ,0,0,1,0,9,9,0
61034,Fall2012,Summer2017,BSME,ME    ,2.526,3.47,20,22,1,7,1,0,0,21308,173172,4,4,0,1,1,0,0,2.200,2.482,2.437,1,1,1,1,29,60,1
61132,Fall2012,Spring2016,BSCE,CE    ,3.120,3.23,27,29,1,7,1,0,0,1400,26769,4,4,1,1,1,0,1,2.642,2.571,2.789,1,1,1,1,28,57,1
62137,Fall2012,Spring2017,BSPETE,PETE  ,2.984,3.97,27,25,1,7,1,0,1,27869,116016,4,4,0,0,1,0,0,2.857,2.900,2.906,1,1,1,1,30,61,1
62183,Fall2012,,,,,3.43,29,27,1,2,1,0,1,1347,36463,6,6,1,1,1,0,0,1.200,2.000,1.890,0,0,1,0,20,29,0
62755,Fall2012,Summer2017,BSME,ME    ,2.328,3.19,31,26,1,3,0,0,0,33919,137458,4,4,0,0,0,0,0,2.062,2.200,2.459,1,1,1,1,30,58,1
63167,Fall2012,,,,,3.81,25,27,0,7,1,0,1,86905,309638,6,6,0,0,1,0,1,2.666,2.967,3.322,0,0,0,0,28,59,0
63262,Fall2012,Spring2016,BS,BIOL  ,3.615,3.98,25,30,0,1,1,0,1,21849,116155,2,4,0,1,1,0,0,3.600,3.593,3.768,1,1,1,1,29,60,1
63815,Fall2012,Spring2020,BSCM,CM    ,2.279,    ,20,26,1,7,1,1,1,35852,157439,2,1,0,0,1,0,0,1.666,1.600,1.636,0,0,1,0,16,19,1
64230,Fall2012,Fall2016,BS,MGT   ,3.837,3.91,29,33,0,7,1,0,0,30167,201556,4,5,0,0,0,0,0,3.750,3.795,3.698,1,1,1,0,32,61,0
64309,Fall2012,Fall2016,BS,BCH   ,3.606,3.85,28,28,1,7,1,0,1,3531,631,4,5,1,0,1,0,0,4.000,3.888,3.827,1,1,1,1,27,58,1
64522,Fall2012,,,,,3.21,25,25,0,7,1,0,1,23195,138688,4,2,0,0,1,0,0,2.923,2.923,     ,0,0,0,0,13,13,0
65093,Fall2012,Spring2016,BS,BIOL  ,3.449,4.00,26,31,0,2,1,0,0,12178,110452,5,5,0,1,1,0,1,3.250,3.030,3.225,1,1,1,1,33,62,1
65097,Fall2012,Fall2016,BS,GBUS  ,2.822,3.43,24,24,1,7,1,0,1,29381,107593,5,2,0,0,1,0,1,2.250,2.250,2.760,1,0,0,0,20,50,0
65387,Fall2012,Spring2017,BSCE,CE    ,2.977,3.44,32,25,1,7,1,0,1,99999,340589,4,4,0,0,0,0,1,3.785,3.538,2.948,1,1,1,1,26,58,1
66048,Fall2012,,,,,2.67,28,28,1,2,1,0,1,11746,70000,1,4,0,1,1,1,0,0.000,0.193,     ,0,0,0,0,3,3,0
66111,Fall2012,,,,,    ,18,10,1,2,1,0,0,8803,61199,0,4,0,1,1,0,0,1.750,2.333,2.136,0,0,0,0,24,48,0
66609,Fall2012,,,,,2.62,26,21,1,2,1,0,1,32049,251773,5,5,0,0,1,0,0,1.250,1.555,     ,0,0,0,0,18,18,0
67015,Fall2012,,,,,    ,25,33,0,7,1,0,1,64369,202699,5,5,0,0,1,0,0,2.200,1.437,     ,0,0,1,0,10,10,0
67165,Fall2012,,,,,3.41,23,24,0,7,1,1,1,320,33868,2,2,1,1,1,0,0,2.625,2.310,     ,0,0,1,0,29,29,0
67684,Fall2012,,,,,3.35,34,32,1,7,1,0,1,22160,111777,4,2,0,1,1,0,0,2.000,1.200,1.880,0,1,1,1,12,39,0
68278,Fall2012,,,,,3.49,24,24,0,7,1,0,1,          ,          ,5,4,0,0,1,0,1,3.375,3.483,3.428,0,0,0,0,31,56,0
68928,Fall2012,Spring2016,BSCHE,CHE   ,3.897,    ,33,36,1,7,1,1,1,65688,294696,2,2,0,0,1,0,0,4.000,4.000,4.000,1,1,1,1,28,57,1
68967,Fall2012,,,,,3.11,24,24,1,7,1,1,1,17203,217815,6,2,0,1,1,0,0,3.000,2.291,2.121,0,1,1,0,24,34,0
69232,Fall2012,Spring2016,BS,ACCT  ,2.967,3.48,25,25,0,7,1,0,1,47053,150200,5,4,0,0,1,0,1,3.500,3.111,3.000,1,0,0,0,27,57,0
69540,Fall2012,Spring2018,BSCM,CM    ,3.782,3.81,25,23,1,7,1,0,1,99999,318245,4,4,0,0,1,0,0,3.307,3.464,     ,1,1,0,0,28,28,1
69605,Fall2012,,,,,2.67,23,24,1,7,1,0,1,8108,301227,4,4,0,0,1,0,0,2.428,2.107,1.790,0,1,1,1,28,40,0
69785,Fall2012,,,,,3.91,26,32,0,7,1,0,1,24733,121499,5,4,0,0,1,0,0,2.800,3.064,2.758,0,1,1,1,31,58,0
70845,Fall2012,Spring2015,BS,MATH  ,3.701,4.00,34,34,1,7,1,0,1,25337,118541,5,5,0,0,1,0,0,4.000,3.877,3.783,1,1,1,1,34,61,1
71120,Fall2012,,,,,3.80,24,24,0,7,1,1,0,21110,187610,2,2,0,1,1,0,0,3.214,2.862,     ,0,1,1,0,29,29,0
71145,Fall2012,,,,,3.24,27,24,1,3,1,0,0,28321,133388,6,6,0,1,1,0,0,1.500,1.653,     ,0,1,1,1,23,23,0
71192,Fall2012,Spring2017,BS,BIOL  ,3.237,3.99,27,29,1,1,1,0,1,4124,45999,6,6,1,0,1,0,0,4.000,3.848,3.606,1,1,0,0,33,66,1
72366,Fall2012,,,,,3.41,33,24,1,7,1,0,0,76355,184361,6,6,0,0,0,0,0,4.000,3.857,3.836,0,1,1,0,28,46,0
72555,Fall2012,Fall2016,BA,INTL  ,2.957,3.15,26,29,0,7,1,0,1,99999,626754,4,4,0,0,1,0,1,1.769,2.321,2.698,1,0,0,0,28,53,0
73108,Fall2012,,,,,4.00,32,31,1,7,1,0,1,25094,113358,4,4,0,1,1,0,0,1.153,1.891,     ,0,0,1,0,17,17,0
73603,Fall2012,,,,,3.12,21,20,1,7,1,1,0,0,38780,1,1,1,1,1,0,0,3.000,2.763,     ,0,0,1,0,26,26,0
74178,Fall2012,Spring2016,BS,KIN   ,3.587,3.90,23,26,0,7,1,0,1,26212,121400,1,4,0,1,1,0,0,3.944,3.888,3.545,1,1,0,0,36,66,0
74530,Fall2012,Fall2016,BS,BIOL  ,3.461,3.74,26,23,0,3,1,0,1,0,20531,4,4,1,0,1,0,0,3.285,3.444,3.238,1,1,1,1,30,57,1
74533,Fall2012,Spring2016,BSME,ME    ,3.477,3.91,29,35,1,7,1,0,1,23161,113236,2,4,0,0,1,0,0,3.625,3.800,3.565,1,1,1,1,32,64,1
74593,Fall2012,Spring2016,BSCM,CM    ,3.175,3.69,21,22,0,7,1,0,1,33582,96705,4,4,0,0,1,0,1,3.000,3.000,3.092,1,1,1,1,27,54,1
75205,Fall2012,,,,,3.90,30,29,1,7,1,1,1,72931,258319,2,2,0,0,1,0,0,2.411,2.939,2.580,0,1,1,1,30,50,0
76040,Fall2012,Spring2016,BSCHE,CHE   ,3.320,3.81,34,34,1,7,1,0,1,27363,132307,4,4,0,0,1,0,0,4.000,4.000,3.771,1,1,1,1,32,68,1
76085,Fall2012,,,,,3.82,25,26,1,7,1,0,1,50913,201642,6,5,0,0,1,0,0,2.461,1.800,2.413,0,0,1,0,20,41,0
76131,Fall2012,,,,,3.90,27,27,1,3,1,0,1,56064,198720,4,5,0,0,1,0,0,4.000,4.000,2.400,1,1,1,1,27,40,0
77471,Fall2012,Spring2016,BS,PHYS  ,3.374,3.57,35,35,1,7,1,0,1,20189,127200,4,4,0,0,1,0,0,4.000,3.741,3.485,1,1,1,1,31,68,1
77596,Fall2012,Fall2016,BS,ITF   ,2.521,3.68,32,27,1,7,1,0,0,46048,190000,4,4,0,0,0,0,1,2.428,2.333,2.245,1,1,1,0,27,50,0
77645,Fall2012,,,,,3.59,31,30,1,7,1,1,1,3128,61032,1,1,1,0,1,0,0,0.000,0.000,     ,0,0,1,0,0,0,0
77661,Fall2012,Spring2018,BSEVE,EVEG  ,2.857,3.82,28,26,0,7,1,1,1,20,20314,1,1,1,0,1,0,0,2.333,2.875,2.320,1,1,1,1,24,47,1
78381,Fall2012,Spring2016,BSGEOL,GEOLP ,3.847,3.92,27,33,0,6,1,0,1,89388,164277,5,4,0,0,1,0,0,3.727,3.470,3.772,1,1,1,1,31,63,1
78563,Fall2012,,,,,    ,19,24,0,7,1,0,1,          ,          ,5,4,0,0,0,0,0,1.250,1.000,1.323,0,0,0,0,9,27,0
78619,Fall2012,Fall2016,BS,FIN   ,2.794,3.24,33,27,1,7,1,0,1,99999,344540,4,4,0,0,1,0,0,3.769,3.083,3.020,1,1,1,1,25,50,0
78768,Fall2012,,,,,3.20,23,23,1,7,1,0,1,46919,151000,6,6,0,0,1,0,0,1.500,1.750,2.000,0,0,0,0,21,48,0
79593,Fall2012,Fall2015,BA,ANTH  ,2.906,3.37,28,26,0,7,1,1,1,0,7600,1,1,1,0,1,0,0,2.562,2.870,2.984,1,1,0,0,31,63,0
79654,Fall2012,Spring2016,BAMC,MC    ,2.891,3.59,26,26,1,3,1,0,1,17919,157731,1,5,0,0,1,0,0,2.666,2.607,2.963,1,1,0,0,28,55,0
80049,Fall2012,Spring2016,BS,KIN   ,2.977,    ,32,31,0,2,1,0,1,10613,65649,2,4,0,0,1,0,0,2.800,2.973,2.986,1,1,0,0,32,68,0
80139,Fall2012,Spring2016,BS,BIOL  ,3.191,3.71,27,30,0,7,1,0,1,18113,113625,4,4,0,1,1,0,0,2.666,2.612,2.919,1,1,1,1,31,62,1
80804,Fall2012,Spring2016,BS,KIN   ,3.771,4.00,23,23,0,7,1,0,1,45952,288632,4,4,0,1,1,0,1,3.800,3.785,3.873,1,0,0,0,30,59,0
80813,Fall2012,Spring2016,BSCHE,CHE   ,3.740,4.00,29,30,0,7,1,0,1,99999,363288,4,4,0,0,1,0,1,4.000,3.892,3.900,1,1,1,1,29,61,1
82077,Fall2012,Spring2017,BS,SPADM ,2.613,3.70,27,32,0,7,1,0,1,10567,85500,6,6,0,1,1,0,0,2.812,3.281,2.290,1,0,1,0,33,55,0
82413,Fall2012,Spring2016,BS,MATH  ,3.150,3.83,20,25,0,2,1,1,1,0,26383,6,0,1,0,1,0,1,3.285,3.315,3.183,1,1,1,1,28,61,1
82795,Fall2012,Spring2016,BS,MATH  ,3.814,3.23,25,25,0,7,1,0,1,1188,42000,0,4,0,0,1,0,0,3.538,3.777,3.728,1,1,1,1,27,59,1
82895,Fall2012,,,,,3.09,21,34,0,7,1,0,1,          ,          ,5,2,0,0,0,0,0,2.384,2.689,2.568,0,0,0,0,29,58,0
83753,Fall2012,Spring2017,BS,BIOL  ,3.216,3.80,21,27,0,3,1,0,1,0,16626,6,5,1,0,1,0,0,3.200,3.465,3.471,1,1,1,1,30,57,1
83949,Fall2012,Spring2018,BSME,ME    ,3.011,3.91,30,29,1,7,1,0,1,11326,88072,5,2,0,0,1,0,0,4.000,3.800,3.581,1,1,1,0,31,44,1
84244,Fall2012,Fall2016,BS,BIOL  ,2.773,3.90,26,34,0,7,1,0,1,5344,60562,2,4,0,1,1,0,0,3.375,3.114,2.754,1,1,1,1,32,58,1
84250,Fall2012,,,,,3.70,25,24,0,7,1,1,1,4524,86272,2,1,1,0,1,0,0,0.000,0.000,     ,0,0,0,0,0,0,0
85220,Fall2012,Spring2016,BSBE,BE    ,3.909,    ,31,35,0,7,1,1,1,13274,168679,1,1,0,0,1,0,0,4.000,4.000,3.958,1,1,1,1,30,69,1
85362,Fall2012,,,,,    ,27,29,1,6,1,1,1,1230,59189,2,2,1,0,1,0,0,1.333,2.647,     ,0,0,1,0,11,11,0
85365,Fall2012,Spring2016,BS,BIOL  ,3.347,3.39,26,24,1,7,1,1,1,43437,191623,1,1,0,1,1,0,0,3.200,3.096,3.290,1,1,1,1,31,62,1
85583,Fall2012,,,,,3.48,22,23,0,2,1,1,1,0,34664,6,2,1,0,1,0,0,2.800,2.777,2.454,0,0,0,0,27,52,0
86203,Fall2012,,,,,3.00,22,25,0,6,1,1,0,0,18445,6,1,1,1,1,0,0,0.312,0.312,     ,0,0,0,0,4,4,0
86719,Fall2012,,,,,3.88,29,32,0,7,1,0,0,          ,          ,4,1,0,0,0,0,0,4.000,4.000,     ,0,1,0,0,32,32,0
87032,Fall2012,Spring2017,BSPETE,PETE  ,2.774,3.19,24,28,0,7,1,0,1,3051,69980,4,1,1,0,1,0,0,2.214,2.448,3.000,1,1,1,1,26,52,1
87857,Fall2012,Spring2016,BS,MKT   ,3.290,3.61,22,22,0,7,1,0,0,30362,242445,5,5,0,0,0,0,1,2.500,3.090,3.109,1,0,0,0,27,62,0
88594,Fall2012,,,,,3.44,24,26,1,3,1,1,1,0,12072,6,2,1,0,1,0,0,3.250,2.720,2.634,0,1,1,0,25,52,0
88696,Fall2012,Summer2016,BS,BIOL  ,3.776,4.00,25,28,0,2,1,0,1,19655,88502,1,4,0,0,1,0,0,3.625,3.718,3.782,1,1,1,1,29,67,1
89009,Fall2012,Fall2017,BS,ISDS  ,2.827,4.00,27,22,1,7,1,0,1,45142,180254,2,6,0,0,1,0,0,3.357,3.178,2.769,1,1,1,1,26,50,0
89266,Fall2012,Spring2016,BS,BIOL  ,3.307,4.00,29,28,0,7,1,0,1,99999,617493,2,4,0,0,1,0,0,3.250,3.727,3.531,1,1,1,1,29,64,1
89401,Fall2012,,,,,3.88,25,29,1,7,1,0,1,36942,158697,6,6,0,0,1,0,0,2.800,3.000,2.200,0,0,1,1,24,40,0
89922,Fall2012,Spring2016,BSCE,CE    ,3.930,4.00,30,36,1,7,1,1,1,3342,43159,2,1,1,1,1,0,0,4.000,4.000,3.836,1,1,1,1,29,55,1
89951,Fall2012,Spring2017,BSPETE,PETE  ,3.630,3.53,24,29,1,7,1,0,1,30794,145455,4,4,0,0,1,0,0,3.312,3.562,3.587,1,1,1,1,32,63,1
89968,Fall2012,Fall2018,BS,SPADM ,2.220,3.46,26,24,1,7,1,0,0,2369,65296,1,4,1,1,1,0,0,2.125,2.468,2.407,1,0,0,0,32,56,0
90394,Fall2012,,,,,3.38,20,20,1,7,1,0,1,99999,350753,4,4,0,0,1,0,1,0.000,2.090,2.277,0,0,0,0,15,41,0
92084,Fall2012,Spring2016,BS,KIN   ,3.600,3.77,29,30,0,7,1,0,1,66211,268089,4,4,0,0,1,0,0,2.800,3.000,3.433,1,0,1,0,28,60,0
92285,Fall2012,Spring2017,BSME,ME    ,3.076,3.64,30,30,1,7,1,0,1,66620,218252,4,4,0,0,1,0,1,2.812,2.933,3.000,1,1,1,1,30,55,1
92603,Fall2012,Spring2016,BS,ECONS ,3.249,3.29,29,31,1,7,1,0,0,          ,          ,4,4,0,0,0,0,1,3.500,3.000,3.060,1,1,1,1,29,66,0
92660,Fall2012,Fall2016,BSBE,BE    ,2.761,3.55,28,28,0,6,1,1,1,33004,148555,2,6,0,0,1,0,0,3.529,3.352,2.879,1,1,1,1,31,55,1
93128,Fall2012,Spring2016,BS,PSYCS ,3.732,4.00,26,31,0,3,1,1,1,42838,147503,2,2,0,0,1,0,0,3.733,3.774,3.725,1,0,0,0,31,62,0
93434,Fall2012,Spring2017,BSCHE,CHE   ,3.035,3.75,30,36,0,7,1,0,0,          ,          ,5,5,0,0,0,0,0,3.647,3.531,3.530,1,1,1,1,33,62,1
93630,Fall2012,,,,,2.93,26,26,1,7,1,0,1,26565,127666,5,2,0,1,1,0,0,     ,3.300,     ,0,0,1,0,10,10,0
95706,Fall2012,,,,,4.00,36,36,1,7,1,0,1,15882,103702,4,4,0,0,1,0,0,4.000,3.500,3.121,0,1,1,0,32,40,0
95723,Fall2012,,,,,3.91,26,35,0,7,1,0,1,9384,91703,5,4,0,0,1,0,1,4.000,4.000,     ,0,1,1,0,29,29,0
96817,Fall2012,,,,,3.55,26,29,0,7,1,0,1,14886,80237,1,4,0,0,1,0,0,2.666,2.586,2.779,0,0,1,1,22,49,0
96911,Fall2012,Fall2016,BSEE,EE    ,3.770,    ,  ,  ,1,4,0,0,0,          ,          ,4,1,0,0,0,0,0,3.785,3.828,3.627,1,1,1,1,29,45,1
97105,Fall2012,,,,,3.30,32,33,1,7,1,0,1,15673,80219,6,6,0,0,1,0,1,0.818,1.846,1.840,0,0,0,0,18,33,0
97118,Fall2012,,,,,3.03,24,26,0,7,1,0,1,0,0,4,2,1,0,1,0,0,2.250,1.615,     ,0,0,0,0,21,21,0
97366,Fall2012,Fall2016,BS,MKT   ,2.617,3.77,25,24,0,7,1,1,1,16803,145850,2,2,0,0,1,0,1,1.200,2.382,2.241,1,0,1,1,25,57,0
98201,Fall2012,,,,,3.95,27,29,1,7,1,0,0,24448,178898,2,4,0,1,1,0,0,1.642,2.928,2.600,0,1,1,1,29,55,0
98201,Fall2012,Spring2016,BS,BIOL  ,3.508,3.73,25,22,0,7,1,0,1,35259,163137,2,4,0,1,1,0,0,3.375,3.435,3.352,1,1,1,1,33,65,1
98239,Fall2012,Fall2016,BSCE,CE    ,3.379,3.84,24,27,1,7,1,1,1,10491,86634,1,1,0,1,1,0,0,3.571,3.290,3.180,1,1,1,1,31,61,1
98468,Fall2012,Spring2017,BSME,ME    ,2.515,3.66,26,26,0,7,1,0,1,99999,597279,4,4,0,0,1,0,1,2.823,2.413,2.315,1,1,1,1,26,47,1
99223,Fall2012,,,,,3.25,29,25,1,7,1,0,0,99999,454977,6,6,0,0,0,0,1,2.058,2.058,1.216,0,0,0,1,14,25,0
99239,Fall2012,,,,,2.91,27,24,0,3,1,1,0,955,27892,2,2,1,1,1,0,1,0.733,1.785,2.142,0,0,0,0,20,34,0
99620,Fall2012,,,,,3.18,24,25,1,2,1,0,1,0,17912,4,1,1,0,1,0,0,1.214,0.821,     ,0,0,1,0,17,17,0
100128,Fall2012,Spring2017,BS,MBIO  ,3.175,3.54,33,29,1,7,1,0,1,15453,179055,4,4,0,0,1,0,0,3.000,2.862,3.169,1,1,1,1,29,65,1
100909,Fall2012,Spring2016,BS,BIOL  ,4.063,3.98,28,33,0,3,1,0,1,51516,137266,4,4,0,0,1,0,0,4.000,4.000,4.000,1,1,1,1,32,62,1
101109,Fall2012,Spring2016,BS,BIOL  ,3.877,4.00,31,33,1,7,1,0,1,60425,127635,1,4,0,0,1,0,0,4.000,3.894,3.880,1,0,1,1,30,59,1
101158,Fall2012,,,,,2.77,23,27,1,3,1,0,1,15614,181917,4,5,0,0,1,0,0,2.000,2.125,1.818,0,0,1,0,24,30,0
101594,Fall2012,Spring2016,BSPETE,PETE  ,3.095,3.84,28,27,1,7,1,0,1,52113,86406,2,5,0,0,1,0,0,2.875,3.228,3.000,1,1,1,1,29,64,1
101796,Fall2012,Spring2016,BS,MATH  ,3.100,3.81,24,22,0,7,1,0,1,85314,258832,4,4,0,0,1,0,1,1.812,3.020,3.052,1,1,1,1,29,55,1
102921,Fall2012,Spring2016,BSPETE,PETE  ,3.480,    ,31,33,1,7,1,0,1,49655,214666,4,4,0,0,1,0,0,3.625,3.666,3.620,1,1,1,1,31,61,1
104483,Fall2012,,,,,3.09,24,20,1,7,1,0,1,14319,85913,6,6,0,1,1,0,1,0.642,1.344,     ,0,0,0,0,12,12,0
104500,Fall2012,Fall2016,BSCM,CM    ,2.411,3.13,24,24,0,7,1,0,1,75107,268144,5,4,0,1,1,0,1,2.285,2.653,2.352,1,1,1,1,26,51,1
105526,Fall2012,,,,,3.34,27,29,1,7,1,0,1,82036,205618,4,4,0,0,1,0,0,1.764,2.489,     ,0,0,1,0,21,21,0
105676,Fall2012,Spring2018,BLA,LA    ,3.827,4.00,34,35,1,7,1,1,1,6034,116540,0,0,0,0,1,0,0,4.000,4.000,4.000,1,0,1,0,31,59,0
105773,Fall2012,Fall2016,BSGEOL,GEOLP ,2.761,2.96,24,31,1,7,1,0,1,30042,135930,1,4,0,0,1,0,1,2.666,3.035,2.583,1,0,1,1,28,60,1
106060,Fall2012,,,,,3.52,21,27,1,3,1,0,1,9205,67504,2,4,0,1,1,0,0,1.250,0.625,     ,0,0,1,0,12,12,0
106970,Fall2012,Spring2017,BS,KIN   ,3.348,3.66,30,26,0,2,1,0,0,3843,52202,4,1,1,1,1,0,0,2.812,3.121,3.133,1,1,1,1,33,62,0
107786,Fall2012,,,,,    ,24,22,1,2,1,0,1,0,24494,1,4,1,1,1,0,0,0.428,1.741,     ,0,1,1,0,14,14,0
107907,Fall2012,Spring2016,BS,FIN   ,3.225,3.90,26,33,1,7,1,0,1,46158,164320,4,4,0,0,1,0,0,3.562,3.303,3.301,1,1,1,1,33,63,0
108237,Fall2012,,,,,4.00,31,32,1,7,1,0,0,10885,90883,4,5,0,1,1,0,1,3.600,3.529,3.327,0,1,0,0,15,15,0
109299,Fall2012,Spring2016,BS,BIOL  ,3.441,    ,22,25,1,1,1,0,1,16760,153888,5,4,0,0,0,0,0,2.923,3.212,3.428,1,0,1,1,30,57,1
109430,Fall2012,Spring2017,BSCM,CM    ,3.011,3.75,27,29,1,7,1,0,1,26754,130020,4,4,0,0,1,0,0,2.416,2.833,2.921,1,1,0,1,24,51,1
110041,Fall2012,,,,,3.55,30,25,1,7,1,0,0,46647,112803,4,4,0,0,1,0,0,1.583,1.583,1.525,0,0,0,0,9,9,0
110675,Fall2012,Spring2017,BS,MKT   ,2.699,3.48,28,28,1,7,1,0,1,18085,113990,4,4,0,1,1,0,0,2.529,2.545,2.434,1,1,1,1,30,52,0
110784,Fall2012,Spring2017,BA,POLI  ,2.308,3.54,26,28,0,7,1,0,1,5091,61320,5,4,0,1,1,0,0,0.384,0.800,1.631,1,0,0,0,16,35,0
110791,Fall2012,Fall2016,BS,BIOL  ,3.231,3.57,30,32,1,7,1,0,1,51154,160521,5,5,0,0,1,0,1,3.687,3.642,3.542,1,1,1,1,30,58,1
111588,Fall2012,Spring2016,BS,BIOL  ,3.342,3.53,28,32,0,7,1,0,1,33105,125000,5,5,0,0,1,0,0,3.400,3.655,3.566,1,1,1,1,29,60,1
113839,Fall2012,,,,,    ,  ,  ,1,4,0,0,0,          ,          ,4,1,0,0,0,0,0,3.538,3.538,     ,0,1,0,0,13,13,0
113850,Fall2012,Summer2018,BA,CMST  ,2.547,3.27,21,23,0,7,1,0,0,0,3514,6,6,1,1,1,0,0,1.428,1.428,2.285,1,0,0,0,11,35,0
114041,Fall2012,,,,,4.00,34,35,0,7,1,0,1,20235,217954,4,4,0,1,1,0,0,4.000,4.000,4.000,0,1,1,0,31,48,0
114244,Fall2012,,,,,3.10,26,27,1,7,1,0,1,16884,120567,4,4,0,0,1,0,1,2.333,1.760,1.500,0,1,1,0,25,35,0
115113,Fall2012,Spring2017,BSME,ME    ,3.082,3.07,29,29,1,7,1,1,1,99999,319378,2,2,0,0,1,0,0,2.428,2.727,2.692,1,1,1,1,31,63,1
115265,Fall2012,,,,,3.40,25,35,0,7,1,0,1,35048,158000,4,2,0,0,1,0,1,3.000,3.111,2.814,0,0,0,0,12,12,0
116138,Fall2012,Spring2016,BS,KIN   ,3.155,3.32,23,29,0,7,1,0,1,33815,133600,4,5,0,1,1,0,1,3.000,3.193,3.203,1,0,0,0,32,61,0
117355,Fall2012,Spring2016,BS,BIOL  ,3.576,4.00,28,33,1,7,1,0,1,14473,79775,1,4,0,0,1,0,0,3.687,3.901,3.725,1,1,1,1,33,62,1
117506,Fall2012,,,,,3.81,27,29,1,7,1,0,1,          ,          ,4,4,0,0,1,0,0,2.900,2.789,2.791,0,1,1,1,19,48,0
117595,Fall2012,Fall2015,BS,PHYS  ,3.721,3.95,34,35,1,7,1,0,1,22710,177081,4,4,0,0,1,0,0,3.562,3.677,3.746,1,1,1,1,31,67,1
117999,Fall2012,Fall2017,BSCE,CE    ,2.701,3.51,27,33,1,7,1,0,1,31553,116150,4,4,0,0,1,0,0,3.333,2.807,2.808,1,1,1,1,26,47,1
118020,Fall2012,,,,,3.12,32,30,1,7,1,0,1,0,22738,4,1,1,0,1,0,0,2.400,2.173,2.159,0,0,1,0,23,44,0
118828,Fall2012,,,,,3.59,25,21,0,7,1,0,1,8356,98103,2,4,0,0,1,0,0,3.428,3.100,     ,0,0,0,0,30,30,0
120939,Fall2012,Fall2016,BS,MKT   ,3.688,4.00,31,26,1,7,1,0,1,56637,196606,4,4,0,0,1,0,0,3.000,3.750,3.654,1,0,0,0,22,49,0
122177,Fall2012,Fall2016,BS,GBUS  ,2.765,3.31,24,30,0,7,1,1,1,11377,112583,0,0,0,0,1,0,0,2.000,2.666,2.901,1,0,1,0,24,51,0
122563,Fall2012,,,,,3.19,28,33,1,2,1,1,0,13,34200,1,2,1,1,1,0,1,1.733,2.166,     ,0,0,1,0,30,30,0
123037,Fall2012,Spring2016,BS,MKT   ,3.720,4.00,29,35,0,7,1,0,1,68167,223807,4,4,0,0,1,0,1,3.400,3.733,3.666,1,0,0,0,0,30,0
123292,Fall2012,Spring2016,BA,COMD  ,3.201,    ,22,26,0,7,1,0,1,24080,151311,0,4,0,1,1,0,0,2.466,3.027,3.092,1,1,0,0,0,36,0
123570,Fall2012,,,,,3.47,22,23,1,7,1,0,1,23535,57664,1,4,0,0,1,0,0,1.400,1.400,     ,0,0,0,0,24,24,0
